사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Jul,경춘선,222,남춘천,535,3,1542,31,3814,827,3625,2283,3962,3609,4208,3767,3770,3079,3975,6723,4252,7899,5445,4123,5683,4025,5565,5101,5259,3876,5336,6151,4149,3277,3090,7683,3246,3464,2412,2344,1549,2914,502,2423,7,1079,0,0,0,0,0,0
20-Jul,경춘선,223,춘천,280,1,382,8,1548,472,1700,1421,1785,2584,2128,1955,1846,2106,1990,4171,2121,3505,2836,3466,3567,2517,4492,2851,4812,1827,4419,2346,3515,1477,2116,2851,1768,1229,1092,1046,448,1091,90,738,2,599,0,0,0,0,0,0
20-Jul,수인선,340,달월,0,0,9,35,22,187,112,103,88,405,122,131,72,55,48,43,85,61,51,66,55,41,116,68,196,35,675,71,307,99,104,45,41,27,22,33,19,40,9,33,1,6,0,0,0,0,0,0
20-Jul,수인선,341,월곶,21,0,1138,335,3255,1354,8759,2452,7387,2768,3463,2133,2934,1853,2798,2331,3020,2491,3334,2461,2988,2614,2832,2975,3209,3506,3836,5257,4192,7652,2908,5443,1977,3788,2013,3196,1277,2877,656,1998,11,497,0,0,0,0,0,0
20-Jul,수인선,342,소래포구,1,0,2270,362,5770,1849,15481,3254,11367,5884,5405,4924,5070,4847,5567,7875,6652,9898,7520,8392,8623,8298,9995,7731,9748,7607,9119,9219,8616,11537,5187,9790,4288,6435,3926,5274,3227,4649,1748,3318,141,936,0,0,0,0,0,0
20-Jul,수인선,343,인천논현,3,0,2024,579,5645,3775,14646,7816,12478,14617,6625,8951,5929,6235,6481,6243,7381,7312,6864,8135,6796,7578,8031,8318,8791,9451,11719,13360,13687,17021,7993,12444,6994,7481,7716,6579,5532,5664,3059,3578,317,885,0,0,0,0,0,0
20-Jul,수인선,344,호구포,5,0,1424,856,3216,5203,6455,16201,6969,15778,3612,3638,3307,2264,3311,2343,3745,2559,3333,2719,3496,2895,4140,3559,4962,4140,11762,5536,14671,6830,5027,5496,4995,3534,3472,3194,1810,2503,1117,1908,149,470,0,0,0,0,0,0
20-Jul,수인선,345,남동인더스파크,0,0,409,734,715,3634,935,15738,1655,18544,1271,3719,1453,1624,1608,1582,1597,1466,2120,1568,2121,1334,2966,1225,3235,1303,11453,1239,13392,1504,4077,1779,3139,1163,2036,714,586,500,276,275,31,89,0,0,0,0,0,0
20-Jul,수인선,346,원인재,31,21,2696,655,6392,2276,14328,4377,14804,6726,7679,3821,5518,3639,5424,4270,5545,4639,5675,4817,4913,5089,5270,6024,5894,7291,7040,10145,7396,15165,4261,10830,3589,7805,3539,7525,2627,6298,1664,4283,235,1303,0,0,0,0,0,0
20-Jul,수인선,347,연수,4,0,2064,1057,5392,2547,13292,4711,12175,10796,5848,5263,5035,4433,5383,4942,6003,5318,6209,5759,5624,5501,6373,5950,7140,7290,7429,10644,9169,16008,5886,10182,4805,7406,5010,5893,4555,4238,2686,3483,395,827,0,0,0,0,0,0
20-Jul,수인선,348,송도,1,0,1742,245,3498,1028,9584,2156,9357,3291,3776,2266,3042,2341,3285,2730,3754,2734,3886,2677,3283,2862,3216,3690,3534,4331,3700,5632,3928,8098,2438,5570,1797,3421,1400,3179,896,2904,414,2323,42,470,0,0,0,0,0,0
20-Jul,수인선,349,인하대,4,0,2674,418,8178,2560,20510,4221,16062,10546,6741,5427,5568,4099,5791,4328,6529,5342,6242,5456,6031,5494,6575,6614,8851,8350,9609,12563,9822,19188,5434,10384,4568,7118,4330,7107,3565,6697,2315,3363,76,1268,0,0,0,0,0,0
20-Jul,수인선,350,숭의,8,0,2761,801,5283,2315,10768,8229,9137,11495,5238,4340,4377,3334,4586,3099,4679,3803,4629,4126,4445,3853,5020,4180,5920,4880,9133,6559,9314,9320,3962,5584,2533,3966,2042,4006,1282,3219,866,1799,18,704,0,0,0,0,0,0
20-Jul,수인선,351,신포,0,0,1002,148,1100,1163,2688,3278,2450,9508,1426,2652,1353,2083,1727,2338,2110,2590,2401,2547,2396,2288,3067,2302,4223,2506,4206,3163,6528,4256,2571,2493,2322,1467,2244,1270,1302,1047,712,590,8,267,0,0,0,0,0,0
20-Jul,수인선,352,인천,53,2,529,96,828,1146,1927,2813,1800,4110,1149,1210,1363,1781,1224,2407,1436,2926,1615,2852,1775,3000,1891,3667,2867,3432,2995,3056,2130,3780,1320,2693,1042,1916,849,1549,517,1395,129,813,3,326,0,0,0,0,0,0
20-Jul,경강선,238,판교,6,2,771,14,1783,6059,4671,12158,3087,27610,1949,20498,1866,8189,2392,5824,2519,4214,3044,4080,3911,3571,6484,3367,6538,3888,12790,5671,23830,4998,16489,3740,12701,1590,9399,1461,5009,1020,1634,658,1,203,1,1,0,0,0,0
20-Jul,경강선,239,이매,2,0,667,30,1532,817,4333,2011,3416,2693,1728,1563,1179,811,1284,1199,1285,1044,1376,1180,1249,1047,1304,1107,1539,1393,2673,2098,2273,2786,1282,2261,1031,1078,1031,1045,1223,849,390,451,9,116,0,0,0,0,0,0
20-Jul,경강선,240,삼동,0,0,1075,156,3676,893,11323,2259,13515,2349,6445,1058,3484,916,2526,1314,2576,1392,2519,1445,1904,2128,1825,2299,2285,3616,3085,5199,3022,8494,1514,8608,1024,4636,717,4655,386,3674,122,1534,5,32,0,0,0,0,0,0
20-Jul,경강선,241,경기광주,0,0,2225,356,12602,2212,34969,5072,34753,8673,18140,3871,10816,3514,9422,4234,9473,4863,8432,6170,7324,6673,6810,8227,8346,10759,10036,15861,8732,29338,4801,27448,3546,16221,2765,13627,1665,9562,563,7140,0,28,0,0,0,0,0,0
20-Jul,경강선,242,초월,2,0,1230,63,4817,966,11297,3731,12963,5154,6619,1763,3916,1615,3848,1653,3577,1892,3550,2377,2847,2446,2788,2959,3912,4158,4943,4977,5198,9835,2154,8348,1499,7492,1270,4622,548,5228,194,3735,0,2,0,0,0,0,0,0
20-Jul,경강선,243,곤지암,1,1,701,122,2068,1376,6814,4820,5698,5247,3578,3244,2626,2137,2868,1837,2854,2450,2871,2393,2749,2298,3367,2569,3895,3008,6064,4107,5853,5053,2489,6078,1492,3105,1177,3439,463,2522,196,1868,0,0,0,0,0,0,0,0
20-Jul,경강선,244,신둔도예촌,0,0,539,95,1653,396,4288,1784,3399,3320,2045,1062,1754,703,1458,871,1530,1127,1386,952,1180,1012,1218,1309,1885,1565,3803,2213,2672,2636,1067,3347,840,1996,691,2037,291,1683,80,1407,0,0,0,0,0,0,0,0
20-Jul,경강선,245,이천,5,0,778,34,2417,1216,6690,4939,5853,6578,3938,4003,3769,2477,3668,3312,3526,3249,3647,3324,3217,3408,3470,3576,4859,4110,4907,4924,6716,7132,3562,6148,2846,4809,2374,2907,1361,3764,489,1688,0,580,0,0,0,0,0,0
20-Jul,경강선,246,부발,0,0,737,25,1814,1468,4510,4336,4006,4754,2726,1669,2254,1285,2305,1510,2653,1628,2172,1815,2192,1790,2749,1872,3444,2420,5025,3206,5790,3619,2330,4337,2217,3361,1691,2715,873,2591,341,2308,4,1273,0,0,0,0,0,0
20-Jul,경강선,247,세종대왕릉,0,0,204,4,424,126,848,569,746,584,425,339,571,310,475,450,441,426,460,302,516,534,491,511,575,524,620,575,781,544,285,792,190,320,96,485,45,228,18,381,2,118,0,0,0,0,0,0
20-Jul,경강선,248,여주,8,0,1213,4,2965,632,5085,2640,4366,4575,3062,4446,3302,2463,3228,2938,3319,3540,3574,2977,4181,2986,4667,2840,5467,3998,4721,3690,3442,4422,2771,5976,2123,4141,1538,2209,683,2607,202,2441,1,1019,0,0,0,0,0,0
20-Jul,5호선,380,방화,5,0,5041,3,11523,3731,29168,6232,25367,15313,13071,7216,10149,5315,9372,5912,10998,6923,10263,7256,9820,7953,9353,9241,10250,10403,10788,12570,11222,20286,5561,20873,4173,12278,3579,10847,2390,11000,833,7310,1,1371,0,0,0,0,0,0
20-Jul,5호선,381,개화산,1,0,3628,97,6869,4830,21045,5533,18797,12363,9340,5706,6634,4914,6222,4870,6691,5427,6833,5490,6380,5631,6436,6777,7605,7770,10164,8476,11493,14783,5402,14176,3651,8430,2894,7591,2522,7553,628,4693,2,970,0,0,0,0,0,0
20-Jul,5호선,382,김포공항,0,0,342,1479,1687,7861,5160,13456,6447,16397,7075,11448,6619,11018,9555,12492,8836,13530,10724,14127,12697,14283,14008,12627,13832,13599,18163,14548,23835,13815,16270,8868,12664,4325,12646,2364,10949,1497,1426,943,23,160,1,0,0,0,0,0
20-Jul,5호선,383,송정,41,1,3942,1241,8456,4142,22206,7352,22305,13181,13472,7820,10419,6939,9505,7077,9134,7728,9320,7730,8736,8319,9369,9564,10022,10469,12908,13163,14609,19816,7729,16304,5495,10374,5552,9065,4353,8725,1853,6214,24,592,0,1,0,0,0,0
20-Jul,5호선,384,마곡,0,0,1954,1712,6839,5416,23007,11400,21862,37557,11225,23183,9037,10617,8833,7752,8338,8158,9409,9490,10221,8795,11671,9012,15624,10003,22555,11342,31427,18828,13484,16155,8620,8581,7046,7144,5038,7594,2123,4885,17,596,0,0,0,0,0,0
20-Jul,5호선,385,발산,2,0,3557,2514,9348,14836,27152,32548,27717,98512,15765,53293,14969,24408,17513,23144,20122,23480,21970,23456,24630,22284,29307,21106,35673,23127,57226,29140,78958,44653,36029,36987,27143,17892,28028,13923,23664,12442,8414,7769,36,1263,0,0,0,0,0,0
20-Jul,5호선,386,우장산,5,0,5852,788,21791,4773,57956,17250,57743,24033,28438,14439,20100,12207,20309,12751,20697,14266,21173,16195,18439,17563,22202,19810,23621,24187,22759,29514,20411,52867,12282,44206,9133,25138,7898,21258,6431,22988,1972,13993,12,1184,0,2,0,0,0,0
20-Jul,5호선,387,화곡,65,1,21024,1613,40778,10029,121426,14074,149283,28472,66988,26148,41073,17602,35691,18869,36638,21556,34539,24797,29361,27001,29298,33946,32713,42179,36604,60657,38722,117977,23178,94713,17236,55161,14878,47317,12218,46663,4362,29913,11,1970,0,0,0,0,0,0
20-Jul,5호선,388,까치산,108,0,24332,1482,43369,8894,132552,11774,159342,23310,75192,18773,42764,17852,36840,19825,37804,23073,35965,25564,30909,29882,29095,39586,30738,48530,32198,64384,32879,120985,21825,105274,16553,61364,13834,56480,11542,51701,4640,33589,18,2088,0,0,0,0,0,0
20-Jul,5호선,389,신정(은행정),17,0,11468,873,23793,4076,69116,8193,83833,12915,36076,8474,18809,7143,15482,7422,15554,8611,14459,9756,12226,11349,11695,15211,13638,18294,15047,25252,16162,46052,8846,37616,6376,22157,4804,20845,4717,19899,1449,13841,0,188,0,0,0,0,0,0
20-Jul,5호선,390,목동,4,0,7746,1277,21676,6066,64951,15234,74751,29438,33831,22297,21995,16191,20609,14788,21312,16373,21082,19673,20136,20122,20180,23824,23042,29326,26999,43951,31280,82239,16888,62539,13878,32330,13089,29392,15731,28496,4393,17322,2,316,0,0,0,0,0,0
20-Jul,5호선,391,오목교(목동운동장앞),19,0,4587,1667,15274,8713,51565,29445,58174,77115,28602,57341,20694,31253,22346,29304,25394,29931,26685,31825,27747,31417,31377,32243,37591,38048,48970,49785,75170,82545,39535,54795,39821,27221,29786,23439,29382,23005,8162,14381,2,222,0,0,0,0,0,0
20-Jul,5호선,392,양평,0,0,2113,849,6474,4018,24375,8974,26201,41818,10939,15558,6785,6183,6357,5512,6789,5440,6828,6226,6793,5769,7686,6642,8888,7688,14001,10956,34738,22420,10687,15808,6121,8326,4911,7935,3797,7897,1428,4942,1,74,0,0,0,0,0,0
20-Jul,5호선,393,영등포구청,2,0,1078,506,2170,1961,7580,5482,11851,22773,4965,10174,3540,4725,3928,3940,3935,3507,4235,4026,4404,4092,5134,4288,5833,4296,8465,6032,19673,11206,7532,6738,4389,3772,3990,3404,3062,3113,1250,2140,0,7,0,0,0,0,0,0
20-Jul,5호선,394,영등포시장,4,0,2245,1003,5130,6227,19090,12863,26367,36714,11617,22041,8505,12555,9479,11927,10544,11977,11422,13042,11658,11857,13392,11695,15846,11254,22062,14900,33560,25855,14883,16348,10087,9213,8607,8713,6907,7948,2478,5248,1,53,0,0,0,0,0,0
20-Jul,5호선,395,신길,73,0,1734,498,3382,2407,11978,5096,18111,15451,6856,7533,3274,2497,3047,2566,3216,2670,3682,3363,2830,2977,3043,3450,4436,4294,6335,7520,13217,15232,4892,9105,2837,6063,3085,6029,2093,5812,1059,3780,0,92,0,0,0,0,0,0
20-Jul,5호선,396,여의도,4,0,2093,2441,3819,26150,9551,140463,14101,220261,10867,71552,10895,24216,16723,23408,15590,21128,19646,22881,21817,18723,29090,17398,38448,18010,117418,22794,179727,34000,59181,17855,40294,9353,40468,7496,27409,6758,7785,4282,9,3484,0,0,0,0,0,0
20-Jul,5호선,397,여의나루,7,0,1509,1315,2672,9242,5054,32422,7953,62395,4525,15609,4345,6746,4701,6863,5949,8181,6348,9902,8057,11403,11827,13098,16684,16703,35166,21037,53790,26787,23071,20878,23559,12905,32505,7553,30671,4627,11348,2592,12,544,0,1,0,0,0,0
20-Jul,5호선,398,마포,17,0,2214,1513,7906,8710,26035,24796,35595,73690,17374,36088,12486,16323,13186,15033,13972,13417,16487,14490,15300,13108,16797,13952,19371,16332,34327,25117,63900,45392,23172,26625,18022,14370,20019,11608,15563,11140,5522,6339,15,1176,0,0,0,0,0,0
20-Jul,5호선,399,공덕,13,0,2023,944,5297,6937,20487,33507,28867,87737,13411,42869,10294,15563,12723,14270,14435,13127,15805,14152,15269,13459,16817,13456,22446,15235,37672,24766,73030,45398,27006,24780,19080,11807,20050,10554,16248,9647,6516,6695,37,558,0,0,0,0,0,0
20-Jul,5호선,400,애오개,2,0,2209,542,5472,3540,18783,9831,25918,31811,12295,13283,7983,6623,7600,6163,7791,6644,8142,7488,8202,7613,10281,8250,9557,8630,13725,12324,26480,21986,8569,14156,6316,8377,5004,7632,4096,7603,1299,5010,6,2078,0,0,0,0,0,0
20-Jul,5호선,401,충정로(경기대입구),24,0,1108,236,2313,1686,6414,9413,8854,36638,4715,17935,3670,4712,4136,3742,4355,3440,4704,4171,4995,3619,5554,3860,6074,3901,13018,5542,33903,8317,8386,5699,4872,3616,4533,3920,3174,3612,1141,2554,4,188,0,0,0,0,0,0
20-Jul,5호선,402,서대문,2,0,2753,1309,6010,13778,17861,59830,22488,155149,15257,40661,14202,18800,16575,14804,16449,14854,16480,17953,18177,14365,23048,13275,31017,13266,49961,17491,117839,25221,30815,14872,21766,9781,19335,8889,13407,8176,4521,5152,5,411,0,0,0,0,0,0
20-Jul,5호선,403,광화문(세종문화회관),11,0,982,779,3181,24523,9367,91160,13895,292295,11769,114571,13297,41606,18920,42263,22594,37438,29982,40488,35024,36347,41427,29310,54377,29541,111227,34993,230730,46488,82918,22326,56956,9275,60318,6497,46310,5045,16987,3296,10,303,0,0,0,0,0,0
20-Jul,5호선,404,종로3가,23,1,1385,543,2065,5977,3324,16093,4192,43651,4217,37427,5931,26745,9382,28181,13924,27949,17567,28311,20119,25291,24027,23066,29760,22122,40248,23786,58483,30171,34124,16267,29231,7130,34370,5291,30018,4053,11319,2862,7,424,0,0,0,0,0,0
20-Jul,5호선,405,을지로4가,1,0,297,364,655,5599,1136,17051,1794,45004,2157,19541,3059,11534,4439,9710,5393,8472,6573,7874,7972,7078,9225,6154,11221,5521,22768,5013,35635,5073,17183,2752,9415,1366,7525,1083,5388,731,2216,506,0,38,0,0,0,0,0,0
20-Jul,5호선,406,동대문역사문화공원(DDP),0,0,212,279,490,2679,779,9569,1514,30314,1162,10976,1362,3563,1552,2836,1680,2458,1887,2657,2514,2456,2982,2158,3816,1918,10354,2288,21165,2416,7671,1434,3849,878,3082,765,2451,654,823,634,5,67,0,0,0,0,0,0
20-Jul,5호선,407,청구,5,1,1381,277,2972,1735,6829,3989,10955,15696,6678,7799,4641,3973,4531,3524,4781,3950,5124,4026,4988,4068,5159,4504,6566,5179,8045,6561,13911,10867,8228,7374,4926,4491,4280,4199,3133,4752,1218,3174,5,207,0,0,0,0,0,0
20-Jul,5호선,408,신금호,14,0,2854,346,7030,2773,22166,9035,28888,12265,14271,6358,9172,6172,7620,5460,7979,6125,8394,6586,7463,7040,7949,8459,9243,10055,9324,14578,10228,24870,6755,17799,5010,10259,3650,9409,2739,9372,1175,6195,10,499,0,0,0,0,0,0
20-Jul,5호선,409,행당,10,1,4243,744,12010,2701,33501,5251,45265,9448,20496,6658,12323,5275,10762,5992,10763,7101,10017,7737,9010,8545,8932,10057,9010,12664,10058,17865,10677,32636,6336,22584,4822,12768,4167,11810,3753,11996,1164,6748,11,449,0,0,0,0,0,0
20-Jul,5호선,410,왕십리(성동구청),28,0,1927,408,2296,2292,6096,5531,9383,19263,4864,8563,3989,5605,4560,5910,5037,6361,5473,7076,5981,6952,6499,7070,7889,8173,10555,10089,15174,17377,8628,10445,7287,5286,7739,4781,7216,4612,3199,3437,31,1414,0,0,0,0,0,0
20-Jul,5호선,411,마장,2,1,2427,787,5963,3374,16627,6691,21599,15025,11251,7763,7228,5898,6952,5732,7260,5834,7070,5752,6856,5604,7506,6583,8588,8006,9934,10532,12499,17537,6950,12172,4909,7817,4303,6832,3623,6730,1256,4182,14,500,0,0,0,0,0,0
20-Jul,5호선,412,답십리,5,0,9097,1286,18915,7419,58513,14456,79059,36269,33731,18093,19309,11747,17012,12399,18275,12998,18139,14240,16592,14936,16753,17867,19287,21327,26261,31123,34963,58081,18238,42126,11983,22614,10115,21430,7527,20869,2723,12766,48,1851,0,0,0,0,0,0
20-Jul,5호선,413,장한평,12,1,6982,1133,17669,11437,52188,22996,70717,67975,33766,30964,20204,17360,17469,15033,19432,15122,19393,16123,18979,17185,20346,18868,25151,23533,34577,32730,57569,60892,27095,45190,15069,25880,13074,21354,10538,20218,3963,11638,30,2154,0,0,0,0,0,0
20-Jul,5호선,414,군자(능동),36,0,7209,922,11643,6092,34237,7596,50263,22977,20958,14457,11862,10016,11305,9692,12777,11131,12510,12154,11411,12818,11603,14687,14092,17908,17318,27657,22405,52206,14336,37105,11097,19979,11102,17564,10271,17376,4370,12323,4,6628,0,0,0,0,0,0
20-Jul,5호선,415,아차산(어린이대공원후문),1,0,8407,1705,16325,5950,45278,11875,61570,23672,31121,18398,19646,17217,17601,16061,19734,16350,20873,16519,20416,16394,19770,19848,22134,24228,23845,30986,25907,52813,15668,40943,11867,23769,11015,20166,8189,19257,2929,12419,2,366,0,0,0,0,0,0
20-Jul,5호선,416,광나루(장신대),0,0,5121,2028,16528,8776,40514,15522,47876,29216,26804,18859,17272,15227,16538,12081,17143,12695,17630,13835,16740,14052,17541,15172,21482,19077,23882,24378,31640,38456,15261,28564,10468,17959,9957,16254,7945,15666,2475,10504,1,192,0,0,0,0,0,0
20-Jul,5호선,417,천호(풍납토성),12,0,7317,1428,11483,13043,28500,20709,33540,39596,20613,35550,19006,25676,22223,25916,24712,26390,25989,27389,27211,28358,31196,29512,35813,33065,42119,43197,51727,60719,35954,45963,34955,24446,26495,21617,21712,19225,8657,12780,10,1040,0,0,0,0,0,0
20-Jul,5호선,418,강동,63,0,11615,1156,23818,12524,69599,29703,85050,52295,42484,27718,27845,17827,24995,16611,25846,17924,25143,20755,24217,20280,25228,22513,28890,27314,45157,35358,55994,58363,26146,48032,16450,28703,13550,27072,10101,26780,3554,18723,9,1912,0,0,0,0,0,0
20-Jul,5호선,419,길동,21,0,4484,445,8649,3642,22457,5950,28083,17231,13594,11876,10605,8494,10432,8501,10695,8733,10915,10051,9980,10695,10278,12029,11613,13551,12930,17346,16632,27349,8381,22173,6304,12438,5618,9973,4151,8277,1340,6043,7,937,0,0,0,0,0,0
20-Jul,5호선,420,굽은다리(강동구민회관앞),0,0,6196,569,13344,2482,36991,5544,39287,12989,20352,8468,13256,7655,12227,7853,12236,8853,12154,9584,11075,10376,10820,12394,11551,14805,13403,19971,14317,30537,7860,30008,6297,14966,5889,14634,4630,14444,989,9312,8,1720,0,0,0,0,0,0
20-Jul,5호선,421,명일,1,0,4540,614,13727,2802,40347,6098,35591,11499,15911,7603,12532,7236,11239,7292,11440,8091,10670,8878,9491,9796,9749,11373,11343,14550,12067,19564,11107,33823,6101,35257,4598,14413,5163,13263,3336,13347,979,8353,5,1363,0,0,0,0,0,0
20-Jul,5호선,422,고덕,1,0,3539,1421,13682,5129,32879,13518,28252,15059,14221,9280,11312,8689,12263,8368,11590,9322,11214,10812,11298,10570,12428,11572,17788,12964,17940,15633,14337,30563,7581,28813,6150,13765,5446,11971,5825,11850,1352,7651,8,1277,0,0,0,0,0,0
20-Jul,5호선,423,상일동,15,0,9528,1128,39439,10188,118781,13012,90166,20209,38765,10595,24844,8549,21470,10559,20796,12316,19709,13855,16982,15172,17737,17645,23351,23500,26415,32639,23458,66146,11732,69973,8045,37000,6498,29851,4111,29321,1152,21620,0,3630,0,0,0,0,0,0
20-Jul,5호선,424,둔촌동,0,0,3990,584,9108,5083,25471,10049,27213,19999,13743,11655,10415,8351,9955,8834,10739,9513,10660,10082,10328,10090,11326,11851,13102,14090,15915,18636,20326,28815,10721,22001,7786,11707,7900,9539,5583,9617,1922,6084,0,4,0,0,0,0,0,0
20-Jul,5호선,425,올림픽공원(한국체대),1,0,909,964,5921,3959,12742,6784,11730,9041,7145,4509,5437,3632,5147,3931,5571,4815,5140,5132,5631,4296,7412,4653,8194,5403,10312,6702,10137,9360,5004,7660,3770,4636,2522,4094,1947,3653,543,2789,0,234,0,0,0,0,0,0
20-Jul,5호선,426,방이,0,0,2318,863,7648,3628,20545,8292,17631,24505,10024,12469,8047,7372,7954,6834,8780,8146,8950,9317,8695,8967,9545,9986,10640,13335,12856,16905,20390,21925,10679,17540,8184,9327,10050,8326,10097,6334,1693,4740,3,852,0,0,0,0,0,0
20-Jul,5호선,427,오금,2,0,1228,364,2798,2417,10053,9310,9026,21268,5292,6496,3828,3608,4423,2983,4969,3245,5115,3551,5574,3304,5649,3900,6266,4351,8882,5668,16158,7296,5017,7773,3597,4110,3207,3634,2234,3699,696,2934,1,511,0,0,0,0,0,0
20-Jul,5호선,428,개롱,0,0,3493,930,8479,3061,26532,7649,22150,15280,11663,8372,8631,5674,7970,5396,8645,6478,8467,6833,7672,7137,7963,9405,10424,11167,12149,14251,13509,19996,6302,21450,4887,10415,4232,9550,2719,10779,869,6536,1,1175,0,0,0,0,0,0
20-Jul,5호선,429,거여,0,0,4648,600,10719,7549,35479,7820,29415,17748,14855,8791,10696,6074,9244,5973,9599,7006,9337,7402,8439,8320,9155,10845,13757,12478,15487,15324,15127,22617,6825,22395,4790,11588,4228,10699,2774,11993,852,6622,2,1205,0,0,0,0,0,0
20-Jul,5호선,430,마천,3,0,5516,255,9445,4539,24224,4519,21917,11233,10852,6908,7225,6004,6614,5061,7425,5968,6828,5639,6511,6494,6501,8402,8013,9268,8936,11262,9169,16497,4123,15828,2995,9047,2299,8012,1333,8809,366,5344,1,1131,0,0,0,0,0,0
20-Jul,6호선,433,응암,9,0,11362,1510,26036,5872,74046,10369,88439,18559,42549,12383,26114,11917,23205,14111,24433,14820,22914,16800,20322,18295,19796,24475,21391,27956,21807,40147,22429,72638,13770,63244,10714,37470,9098,30596,7329,29642,2908,21151,1,1452,0,0,0,0,0,0
20-Jul,6호선,434,역촌,0,0,2111,252,5717,1827,15843,3073,17514,7861,8616,3995,5620,3976,4962,4429,5607,4749,5897,4677,4920,4899,4654,5363,4863,7141,5147,9538,5480,16794,2960,14643,2126,7253,1906,7178,1492,6372,500,5302,0,6,0,0,0,0,0,0
20-Jul,6호선,435,불광,6,0,1683,294,3947,2386,11337,4027,12498,8240,6585,7428,5418,5711,6209,6087,6922,6812,7715,6577,8556,7251,8942,7739,10281,8622,10540,9933,11187,16084,6709,12673,5189,6581,4760,5863,3265,5703,1015,4283,1,93,0,0,0,0,0,0
20-Jul,6호선,436,독바위,3,1,2076,302,5046,1034,14386,1846,13736,3346,6497,3420,3992,3399,3713,3133,3912,2578,3525,3010,3341,3000,3445,3814,3576,5047,3302,6160,2759,11231,1793,10882,1249,6293,1078,5082,770,5363,336,3795,1,514,0,0,0,0,0,0
20-Jul,6호선,437,연신내,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,0,0,4,0,1,0,1,0,2,0,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
20-Jul,6호선,438,구산,1,0,5096,194,11075,2190,29424,6443,33708,8691,16665,5046,10539,4916,9924,5593,10124,6333,9098,6334,8617,7427,11192,8531,9910,10452,10040,12650,9036,18755,5492,20075,4315,9889,3726,8281,3703,7780,945,4795,4,664,1,0,0,0,0,0
20-Jul,6호선,439,새절(신사),0,0,9952,763,20181,4280,56820,8112,64724,15045,30499,9270,18977,8449,16865,9309,17464,11364,15714,11790,14117,13249,13892,16575,16087,20479,15848,27028,15876,48538,10435,42163,7026,24627,6055,21144,4918,21178,1706,14219,3,4157,0,0,0,0,0,0
20-Jul,6호선,440,증산(명지대앞),10,2,7675,894,15399,4092,41756,5761,48354,10227,24766,6933,16082,7179,13682,7378,13493,9546,12978,9472,11267,11326,11121,13515,12126,18010,13237,22018,13361,40548,8370,35045,6096,18721,4948,19421,4142,17324,1659,10865,8,1757,0,0,0,0,0,0
20-Jul,6호선,441,디지털미디어시티,107,4,5550,3180,14350,11162,41823,30499,46436,76378,23272,30682,13240,11673,11878,9656,11831,10113,11474,11573,11341,11106,12592,13347,17570,16334,31883,23461,53769,39977,23250,31358,11831,18032,9645,16323,6787,16055,2847,9925,67,2275,0,4,0,0,0,0
20-Jul,6호선,442,월드컵경기장(성산),0,0,1298,1307,2769,3127,9200,5411,11105,9040,6277,7942,5561,7397,6115,8979,6140,9005,6575,10017,7810,10779,9794,10132,12780,8841,12835,9362,11758,12458,7185,9858,5805,5689,5461,4417,4404,3711,1229,2298,1,268,0,0,0,0,0,0
20-Jul,6호선,443,마포구청,11,1,6642,1663,14018,7565,41085,14851,53964,37092,30742,16840,18796,11547,16687,10877,16666,13090,17126,13374,15598,13486,16453,16140,18161,18619,23113,22915,38671,39758,17805,31566,12104,19087,12155,16634,9275,17175,3586,11509,1,521,0,0,0,0,0,0
20-Jul,6호선,444,망원,8,0,5562,929,10136,5247,28168,8603,38714,30948,23476,29233,16103,19374,16013,20272,17602,25705,18564,26330,18984,27718,20181,27186,23355,32651,27992,35808,38548,52672,25418,39022,21175,19090,22841,16469,20232,14096,8363,10293,1,36,0,0,0,0,0,0
20-Jul,6호선,445,합정,8,1,3719,1275,5797,6881,14368,16815,20758,46365,14427,26213,10777,16370,11993,15729,13940,18153,15770,18659,17058,18479,18998,18267,21832,21172,29927,27602,49097,41399,29158,28988,24238,14245,29901,11740,28049,10611,12765,8825,4,288,0,0,0,0,0,0
20-Jul,6호선,446,상수,9,0,2255,843,4302,2953,9549,6110,14199,25728,8974,18697,5865,12720,6157,13348,8135,14312,9875,17213,9893,14966,11122,15795,13597,16305,18958,22349,28294,31683,17911,22791,15835,12451,18055,8737,19180,7880,10731,5960,0,208,0,0,0,0,0,0
