사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Jul,경인선,297,송내,1449,22,16492,9024,40531,16926,116898,32464,94624,81170,46886,42431,33630,22967,32911,21788,35244,23216,31562,26927,29307,26769,30628,28434,37258,37298,46819,54974,78625,94523,33563,89339,24404,48098,20890,42008,18180,40996,8069,26091,1100,5883,0,0,0,0,0,0
20-Jul,경인선,298,부평,7686,84,22650,5553,37518,12109,88705,21017,80857,34940,42750,40638,35593,32935,35618,38724,39254,44567,40063,51712,40391,51679,43507,54979,51329,62789,58568,78162,56745,128639,42592,104698,42340,58808,43764,47468,39835,40235,20179,28403,3546,8123,0,1,0,0,0,0
20-Jul,경인선,299,백운,150,2,7824,1629,14502,3305,30505,4856,27783,10979,14427,7011,11109,5615,10588,6779,10299,7639,9388,7903,8736,8051,8332,10208,9330,12048,10952,15808,11138,24697,5860,23680,4864,14633,3949,12500,2728,11686,1340,8667,149,2426,0,0,0,0,0,0
20-Jul,경인선,300,동암,797,3,20608,5659,30473,10432,59137,14772,54152,18346,30532,13161,21871,13417,20456,15107,20889,15631,20095,16523,18204,17334,17767,22321,21989,25424,25330,37551,24694,54116,15842,51844,12363,32420,11642,28582,8361,26081,4347,17906,404,4618,0,0,0,0,0,0
20-Jul,경인선,301,주안,1223,16,14340,4088,26309,9078,69037,20097,55678,29627,32284,22613,24339,15525,25277,15328,27594,19704,26977,18209,24656,20789,26081,20974,29660,27558,39147,38301,40483,56650,24138,60369,19608,34264,19079,29153,15429,27383,7650,20220,749,5795,0,0,0,0,0,0
20-Jul,경인선,302,제물포,936,0,7223,1688,13965,5950,38331,14501,32195,27981,17109,12814,12923,8986,13676,7829,14544,9244,13972,10421,12312,9826,15023,10371,19396,14578,19806,19150,23410,27018,11274,26313,7723,16727,5680,15402,4195,13785,1993,11439,132,3394,0,0,0,0,0,0
20-Jul,경인선,303,동인천,1685,6,7961,3324,16202,12450,42731,22588,32636,34823,20468,15178,17614,16155,19487,18606,20404,18133,21126,19434,20674,18078,23581,18543,28699,22474,34745,24724,38753,33649,19377,35957,14706,20947,11458,16866,7711,15982,3118,12487,9,4055,0,0,0,0,0,0
20-Jul,경인선,304,인천,260,3,1421,926,2649,3227,5464,5265,4685,6944,2911,3036,2891,3839,3735,5946,4876,6315,5812,6154,6369,6151,7561,5254,9325,4294,11061,3857,10314,3632,5254,2693,4592,1974,3509,1602,1699,1378,621,888,4,952,0,10,0,0,0,0
20-Jul,경인선,305,구일,333,20,4067,1625,10213,3345,28798,8182,25522,11318,12278,6482,8414,4099,7956,4470,7905,5362,7449,6210,6975,6518,8237,8172,8758,9511,9254,13752,11248,28305,5587,21730,4567,12253,3910,10503,3174,9214,1186,5845,35,1271,0,0,0,0,0,0
20-Jul,경인선,306,소사,1604,159,17007,2973,16464,5864,36525,8031,33513,11604,19753,9577,15550,9028,13372,9865,13206,10251,12413,10646,11561,11296,11514,11364,12364,15013,14143,21017,13119,30557,7855,28150,6139,15801,4907,15956,3923,14637,1730,10565,211,2487,0,0,0,0,0,0
20-Jul,경인선,307,부개,1878,57,9715,3075,16411,4712,39878,5921,30678,11554,16695,6920,12160,5789,11747,6600,10963,7883,10753,8505,9668,8950,9554,10604,11854,14302,12149,17122,11791,30652,6903,25642,4998,15553,4117,14399,3266,12179,1510,9056,230,2580,0,1,0,0,0,0
20-Jul,경인선,308,간석,327,9,5722,1237,11919,2043,25205,4093,19808,9105,10777,5347,7951,4380,7755,5234,7574,5808,7576,6326,6693,6471,7301,7232,8624,9117,8348,13296,9004,18461,5185,19247,4210,11014,3955,9210,3018,8629,1638,6124,183,2003,0,0,0,0,0,0
20-Jul,경인선,309,도원,691,19,2400,1006,3511,2216,6981,5606,6092,23739,4409,3711,3949,3866,4135,3483,4555,3517,6248,4135,5099,3838,7535,4200,12764,4871,7042,5248,8294,5882,3332,5522,2319,3548,2005,3412,1009,2638,306,2455,13,1169,0,0,0,0,0,0
20-Jul,경인선,310,온수(성공회대입구),272,2,5730,1460,9556,4223,24824,10007,22635,12590,12813,5787,10037,5950,9276,5986,10462,6796,9952,7217,8543,7446,9338,8431,12819,10556,12059,14104,11778,23993,6021,20265,4762,11490,4667,10452,3227,9860,1697,6469,201,1240,0,0,0,0,0,0
20-Jul,경인선,311,중동,894,8,10876,1520,17600,5048,44177,6442,33919,12355,17429,8341,12200,7418,11620,7692,11812,8695,11642,8929,9950,10353,9965,10903,11806,13783,12558,19422,13525,30395,7105,30289,5845,16911,4946,14000,3346,13433,1464,8884,175,3354,0,0,0,0,0,0
20-Jul,경인선,312,도화,382,0,3646,1029,6471,3262,15529,3978,12804,6359,7256,3347,5607,3134,5039,3333,5225,3852,5087,3894,4744,4366,4619,4594,6110,6356,6720,6816,6442,9907,3122,9538,2365,5630,1727,5135,1049,4340,673,3744,25,1751,0,0,0,0,0,0
20-Jul,경원선,128,이촌(국립중앙박물관),115,2,1270,539,3534,2124,8020,4717,9429,8078,7128,5092,5290,3459,5211,3194,5590,3399,5598,3888,5361,3831,6202,4476,7564,4932,10045,5699,9711,8389,5800,6700,4591,4251,4870,3683,3727,4122,1389,2728,79,956,0,0,0,0,0,0
20-Jul,경원선,129,서빙고,54,0,930,584,1784,2994,2881,4476,3251,8344,3021,3306,2256,1793,2277,1604,2267,1544,2639,2083,2601,1888,2937,2270,4409,2459,6275,2767,7037,3437,3074,2973,2070,1698,1831,1641,1330,1519,397,996,50,302,0,0,0,0,0,0
20-Jul,경원선,130,한남,248,2,2128,635,2729,4743,4835,10778,6334,14281,5040,12033,4751,5764,4871,4745,4828,5082,4776,5731,5846,4456,7378,5320,8192,5444,14120,6854,16199,8420,7871,6118,5555,3421,5333,3758,4948,2508,1933,1786,115,768,0,0,0,0,0,0
20-Jul,경원선,131,옥수,0,0,0,8,8,91,21,19,56,306,53,23,16,195,14,220,11,78,29,29,50,38,17,14,385,21,363,31,25,28,376,18,17,12,26,13,33,13,13,2,0,0,0,0,0,0,0,0
20-Jul,경원선,132,응봉,160,1,1208,284,3005,1233,6906,1816,7885,2303,4365,1111,2869,1286,2363,1255,2350,1430,2488,1893,2057,2081,2190,2402,2865,2990,2710,3638,2652,5218,1606,5085,1296,2628,1121,2190,908,2196,341,1382,23,435,0,0,0,0,0,0
20-Jul,경원선,133,왕십리(성동구청),966,5,6073,921,9125,5075,27412,11606,43151,21731,26257,16004,15001,14719,14430,16976,16712,19947,17682,22025,18103,21802,21124,24555,24089,29676,28549,40769,29907,67621,22129,52243,21279,28547,25177,22637,25483,23172,11900,14058,571,6200,0,0,0,0,0,0
20-Jul,경원선,134,청량리(서울시립대입구),1428,8,6786,1214,8558,10988,29576,13389,31083,21140,26084,27771,25000,28517,20674,31678,26617,27696,26636,26789,28975,29885,31014,31476,29399,32163,33851,33288,29624,46947,25215,37964,23806,19314,11338,15987,10240,14813,3748,8403,125,3612,0,0,0,0,0,0
20-Jul,경원선,136,외대앞,609,3,5369,1524,8339,3608,19454,3848,22917,11545,14152,9346,10688,7718,11153,8052,12098,8629,12100,9528,11896,9769,13549,11466,13208,12992,14151,16453,13409,23672,8643,20375,7045,12724,7102,12417,5439,12398,2723,8759,65,1671,0,0,0,0,0,0
20-Jul,경원선,137,신이문,1471,44,9375,1254,14814,2365,40506,4593,41474,8383,21849,4825,14638,5880,12587,6847,12346,7749,11517,8815,9924,9259,9656,12636,9326,15526,9521,19670,10100,32803,6783,27129,4093,16762,3112,14218,2387,14063,975,8341,48,1477,0,0,0,0,0,0
20-Jul,경원선,138,석계,1252,7,6793,2162,12668,4846,27851,5889,32157,8587,20019,6861,15300,7341,13388,8599,13165,9892,12486,10996,11758,12255,11649,16284,11547,19856,13000,24741,11984,41252,8355,31106,6598,19561,6101,17882,5583,15334,2718,10149,89,1862,0,0,0,0,0,0
20-Jul,경원선,139,광운대,2278,23,6366,1409,13881,3111,36359,6131,32078,9868,15918,9200,11545,7081,9895,7577,10802,8168,10308,8825,10184,9477,10083,10837,11157,12525,11920,16547,10846,26445,6423,24049,5033,14176,4746,12107,3930,11286,1894,10718,135,4289,0,0,0,0,0,0
20-Jul,경원선,140,월계,786,6,5511,1421,9491,2350,24577,8939,21128,8944,13160,5107,10308,4715,8890,5665,9072,6718,8562,7089,8309,6589,9576,8407,10576,11399,8845,12755,8874,19631,5336,17221,4163,10061,3266,8728,2642,8145,973,5755,60,1303,0,0,0,0,0,0
20-Jul,경원선,141,녹천,992,15,4648,731,8089,1509,21973,3648,17549,4979,10790,2403,7702,3232,6540,3565,7696,4178,6369,4406,5262,4477,5563,5693,6424,7653,6107,9030,5484,14065,3732,13446,2328,8048,2266,7061,1262,5922,526,4618,52,968,0,0,0,0,0,0
20-Jul,경원선,142,창동,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,3,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20-Jul,경원선,353,방학,787,3,11780,1696,15440,6188,31721,9417,29078,20032,18169,10988,14999,10507,13815,9776,14922,11148,13231,10542,12576,13094,13101,16144,13615,18193,15767,19675,18664,29930,10038,27376,7302,14915,5963,13263,4525,10472,1622,7331,130,2540,0,0,0,0,0,0
20-Jul,경원선,354,도봉,319,11,7418,1274,9988,3219,20229,4179,19447,10242,12489,7815,10557,8205,9430,6551,8405,7166,8921,7637,8810,8456,8626,9738,8965,11125,9768,11979,10651,17125,5210,15123,3611,9123,2790,8286,1928,6670,812,4657,99,1855,0,1,0,0,0,0
20-Jul,경원선,355,도봉산,262,2,6707,1026,9706,2841,24080,4989,22228,8012,13761,11650,11357,15969,10957,11654,12763,13390,15103,9979,16356,9555,18582,8953,20894,9061,19528,8544,15882,10261,9892,9008,6378,5050,4015,4685,2592,4424,876,3338,73,1596,0,0,0,0,0,0
20-Jul,경원선,356,망월사,495,5,7345,1151,12799,3321,25898,3810,25217,12426,14792,10795,11509,8146,11345,7434,10646,10067,10433,9051,10107,9377,10951,10521,11487,13249,12570,15983,10879,23613,5632,23610,4209,13583,3643,11654,3156,10151,1120,6869,133,2566,0,0,0,0,0,0
20-Jul,경원선,357,회룡,1108,37,14162,2395,26846,5761,57972,7883,46250,11797,26747,10720,20612,10331,18946,10897,17913,14306,16626,13896,14546,15669,13773,17466,13990,22835,14820,29194,13087,41665,8149,44016,6562,23766,5543,21047,4254,17362,1574,11297,142,4258,3,2,0,0,0,0
20-Jul,경원선,358,의정부,2589,23,10977,2677,22063,8584,46441,14740,41186,35250,24373,34126,20968,25305,22693,24851,24997,26580,25678,32289,27055,30004,29050,27728,32575,31832,37167,37211,41628,52174,26999,50746,27355,29122,19864,25376,17354,19380,6703,14375,472,6442,0,0,0,0,0,0
20-Jul,경원선,359,가능,526,11,8052,1928,12073,4589,24855,5164,21490,15130,12634,7941,10440,5468,9222,5736,9664,6765,8959,7397,7787,6340,8193,8246,9390,9962,10562,12810,9419,19268,6019,19562,4577,11217,3824,9026,3093,7808,1234,6706,107,1633,0,0,0,0,0,0
20-Jul,경원선,360,녹양,258,0,5197,840,9222,2553,18686,3706,15677,9184,8353,4413,6857,3281,6409,4060,6356,4446,5990,4543,5341,4057,5539,6116,5981,7063,7084,9360,7995,13059,4119,14102,3063,8836,2532,7105,1655,6699,751,5302,53,1579,0,0,0,0,0,0
20-Jul,경원선,361,양주,1547,34,5615,1748,13284,5936,33638,10544,27182,12220,15911,7073,12682,6189,11557,7925,11243,8262,10336,7812,9407,8185,9728,9613,11024,12998,12261,14226,14840,22207,7535,21924,4860,13938,3800,11566,2319,10499,906,7426,34,3937,0,0,0,0,0,0
20-Jul,경원선,362,덕계,2,0,2381,536,6337,2067,12355,2368,10170,3940,5155,1736,3867,1417,3335,1863,3226,2370,2973,2007,2786,2312,2643,3092,2956,3270,3389,5831,3803,6535,1913,7511,1243,5578,845,3788,750,2986,237,2997,8,883,0,0,0,0,0,0
20-Jul,경원선,363,덕정,0,0,3755,1617,9672,5477,20586,10983,17783,13047,9746,7020,7232,5018,8259,5447,8101,6538,8244,6637,7432,5371,7392,6554,8861,8115,11546,12800,12791,14137,5826,14279,4527,9998,3635,9195,2559,6867,1421,5493,163,1587,0,0,0,0,0,0
20-Jul,경원선,364,지행,65,1,5243,847,10882,2953,21905,5496,20720,13246,12583,6559,9705,5542,9670,6565,9252,8120,9271,8716,8221,7401,8063,8946,8925,10772,9980,16823,12627,18883,7254,18772,6878,13171,5907,10150,4254,9883,2505,7177,231,2934,0,0,0,0,0,0
20-Jul,경원선,365,동두천중앙,45,0,2714,652,5329,2291,8937,4336,9061,10805,6114,4000,5435,3458,4981,4657,5043,4670,5133,4827,4765,3598,4772,4589,5029,4838,6439,6120,7194,6309,3273,6787,2382,4701,1671,3733,1133,3492,511,2494,20,869,0,0,0,0,0,0
20-Jul,경원선,366,보산,37,0,1514,458,2601,1174,4462,2600,4083,2831,3265,1639,2633,1291,2503,1730,2688,1720,2519,2001,2407,1981,2450,2204,2834,2565,5082,2875,3398,3816,1984,5042,1515,3459,896,2529,538,2309,292,1402,5,532,0,0,0,0,0,0
20-Jul,경원선,367,동두천,31,0,908,597,3160,3336,4867,8495,5453,6036,3732,3253,3257,3654,3526,3864,2796,3281,3281,2682,2927,3185,3844,3317,3696,3156,4868,3372,4677,4793,2533,4405,1462,3432,820,2831,583,2141,239,1472,3,514,0,0,0,0,0,0
20-Jul,경원선,368,소요산,71,0,760,1067,1407,1655,5270,3353,4365,4303,5475,5534,4099,7822,4869,11903,6197,10375,7712,8649,10391,7531,13417,5817,13471,4368,10219,3925,6841,2675,3343,2152,2613,1789,1243,1041,517,1415,151,1045,2,454,0,0,0,0,0,0
20-Jul,안산선,280,산본,716,7,9201,1907,23942,7355,59293,16385,53446,31484,25280,21113,19557,17872,19633,17327,20700,19346,20391,22161,19632,21950,20649,23535,23005,25615,27190,36867,32169,63347,21582,59292,16903,32013,17587,25711,16389,20667,5765,16651,810,3452,0,0,0,0,0,0
20-Jul,안산선,281,대야미,12,0,2312,1180,7794,4562,18535,5578,18263,8567,9552,4720,6829,4443,6187,4455,6373,4389,6432,4209,6409,4882,6802,5650,8062,7328,9148,9732,10676,14185,6259,12265,4311,8218,3603,7407,1986,7243,822,4886,169,952,0,0,0,0,0,0
20-Jul,안산선,282,반월,8,0,3516,1030,7936,3048,16867,3869,16084,7390,9459,3759,6912,3428,5870,3798,5823,4034,6291,4642,5185,4856,4886,6326,6506,7449,6877,9072,8440,14493,4805,11627,3430,8538,2418,7621,1498,6430,729,4768,183,950,0,0,0,0,0,0
20-Jul,안산선,283,상록수,523,18,15473,2805,35605,9490,78618,14736,73297,22165,35917,14953,25535,11236,22806,12552,23032,13982,21014,17023,19411,17755,18459,20764,21597,26286,26024,37746,25748,67552,16728,63177,12947,39602,11605,34856,8468,29457,3682,22401,406,5453,0,0,0,0,0,0
20-Jul,안산선,284,한대앞,244,4,6371,848,15131,3959,28086,6849,23296,12587,12354,9553,10017,7058,9714,6674,9870,7047,9239,7950,8831,8342,8969,9026,10037,11576,12777,16026,14179,25964,7692,22680,6394,14931,6084,10989,4977,10675,1888,7546,156,2105,0,0,0,0,0,0
20-Jul,안산선,285,중앙,247,7,7682,772,25120,7453,51394,11772,40043,32592,19369,24868,16973,16114,17636,16561,20228,19340,20522,21882,19570,22809,21150,21695,25901,25825,29467,35474,33790,57017,20944,51277,21545,31016,21239,25208,19113,20397,7423,15720,544,5456,0,0,0,0,0,0
20-Jul,안산선,286,고잔,306,11,4709,732,12613,4153,27871,11902,19276,27806,11360,12308,10019,9172,10606,8258,10144,8322,9420,9387,9841,9643,11167,8529,12732,9376,17779,13218,21063,20914,8575,17437,6496,11520,6155,8803,4502,8773,1904,8011,131,3129,0,0,0,0,0,0
20-Jul,안산선,287,초지,298,2,2679,490,8278,4306,18165,8480,12744,10080,6383,3808,4673,3039,4670,3055,4659,3546,4314,3717,4024,3710,4125,4388,5184,4729,7768,7095,9807,12609,4744,12033,3253,7771,2780,6152,1627,5308,643,4177,38,1735,0,0,0,0,0,0
20-Jul,안산선,288,안산,1958,15,11034,884,12539,15467,21115,36647,21038,32746,16588,13109,12617,12182,12889,12316,13784,12832,15306,13028,14732,12102,16627,13690,19466,14726,39873,19116,42908,24248,21075,20840,19492,14975,12069,13936,4994,10333,1389,5746,88,2530,1,0,0,0,0,0
20-Jul,안산선,289,신길온천,8,2,1797,66,3443,1450,6126,3372,5377,2459,2680,1255,2254,1230,1885,1268,1802,1263,1777,1286,1648,1481,1797,1819,2176,2058,3245,3113,3879,4470,1821,4127,1349,2682,806,2446,412,2373,131,1579,17,606,0,0,0,0,0,0
20-Jul,안산선,290,정왕,358,7,5599,369,9088,10446,16149,23950,12748,25128,8858,12902,8275,7817,8139,7154,9070,8387,9269,8224,9048,8348,11324,8626,13561,8642,18620,12803,24577,16533,11243,14749,8869,10315,6861,8998,3338,7812,1213,5430,26,2189,0,0,0,0,0,0
20-Jul,안산선,291,오이도,248,3,6369,76,15957,7625,34126,13956,24975,15773,12979,7098,10954,7498,10950,9329,11712,10665,11453,11240,10422,11591,11715,12134,13537,13536,19789,18466,20181,26746,11242,24255,9272,14805,8497,13089,5781,12755,1828,9493,8,4181,0,0,0,0,0,0
20-Jul,안산선,292,수리산,5,0,3113,714,9296,1897,20661,3846,18660,5519,9574,3306,6298,3876,5455,3105,5268,3139,4988,3360,4679,3631,4603,4288,4798,5158,5326,6858,5725,11829,3311,10931,2046,6588,1561,5811,1031,5543,457,3801,45,690,0,0,0,0,0,0
20-Jul,과천선,230,선바위,4,0,1248,1066,6846,9455,21288,22716,25394,27861,15834,15330,9437,7541,8263,7247,8942,7042,9507,7093,9174,6628,10085,7674,13212,8291,23945,12725,35022,18146,17169,14971,10200,9231,8277,8654,4650,8703,1315,4939,5,194,0,0,0,0,0,0
20-Jul,과천선,231,경마공원,2,0,305,302,858,2153,2167,2881,2941,7832,2051,3159,1675,1293,1485,1653,1422,1525,1854,1482,1962,1342,1843,1258,2260,1559,4532,1910,8068,2418,1337,1984,815,1269,688,1136,270,976,162,760,5,15,0,0,0,0,0,0
20-Jul,과천선,232,대공원,1,0,90,380,327,3713,1082,4078,1240,9251,1627,11457,1942,13162,2647,6200,4810,4967,5314,5037,5879,4858,6990,3626,9017,2840,9112,1999,9365,1703,4658,1195,2551,562,3217,494,1087,352,215,215,4,5,0,0,0,0,0,0
20-Jul,과천선,233,과천,10,1,1674,934,6884,11104,20357,4329,19244,7812,10450,4042,7226,3591,6673,3527,6809,4027,6535,4260,6181,4603,6562,5087,11271,6934,12693,8715,8144,15040,3909,13007,2493,7305,1776,7742,1216,7676,507,5832,9,149,0,0,0,0,0,0
20-Jul,과천선,234,정부과천청사,30,22,1708,1441,5612,10754,15879,21050,15067,61630,10595,17248,8045,9605,8377,7240,9236,7810,9948,9014,10790,8745,12242,8563,19031,9515,28774,12516,51513,16938,13859,15229,10407,8499,9291,7442,5530,6605,1460,4936,16,214,0,0,0,0,0,0
20-Jul,과천선,235,인덕원,177,34,9015,2300,28255,11971,82476,33207,74181,106859,38392,36106,27067,19605,24126,18597,26339,17635,26574,20391,24611,21975,26028,23579,32564,29767,47488,44061,85294,76595,31031,70664,24149,36791,23683,33689,16536,34096,5335,22700,50,3169,0,0,0,0,0,0
20-Jul,과천선,236,평촌,12,0,3954,2504,20623,9462,59361,33601,48462,88224,23740,33953,17552,14885,16703,13302,17055,13385,16389,16766,17256,15243,19659,14778,22667,18846,39371,26209,66580,46416,27400,46320,19505,23191,18074,19208,15019,18920,5014,11112,83,2366,0,0,0,0,0,0
20-Jul,과천선,237,범계,124,24,8068,3287,31881,12271,87129,23123,73610,60889,36590,44431,27073,29079,27918,26406,30529,27553,30758,33326,30118,30237,33788,32787,39849,38278,47703,55181,63657,88161,36915,79496,38926,39368,32258,30782,30298,30035,10441,17924,349,3693,4,1,0,0,0,0
20-Jul,분당선,143,선릉,38,0,1395,1371,2276,12121,4452,49562,6098,144746,5560,91919,6712,37585,8360,23157,10091,20355,11688,22267,13315,18771,16418,16823,26261,16032,44619,21006,82483,26470,36616,16356,22204,7742,20704,5818,18849,5092,5252,3941,133,843,0,0,0,0,0,0
20-Jul,분당선,144,한티,19,1,1763,1053,7298,8202,20179,25291,23153,48273,14291,39751,11102,23709,13302,18202,16409,21474,18126,26473,17678,19478,21753,19011,26909,20962,37056,30489,44676,32910,28419,25471,30336,13378,20520,11027,26797,10784,4406,6295,104,430,0,0,0,0,0,0
20-Jul,분당선,145,도곡,19,0,1054,974,3123,5742,7753,16458,12274,26966,8251,18248,6774,8440,7336,7667,8370,7186,9135,8318,9545,7160,11973,7636,13905,8084,19502,10199,24947,13565,12650,10750,7778,6282,7414,5912,5581,5559,1424,3666,30,560,0,0,0,0,0,0
20-Jul,분당선,146,구룡,11,0,400,295,1192,3202,2690,8868,3640,5517,2347,2443,2013,1326,2449,1526,2049,1285,2901,1751,2000,1481,2257,1778,6602,1755,5094,2358,4681,3016,1793,2464,1072,1475,2145,1388,583,1410,145,983,4,46,0,0,0,0,0,0
20-Jul,분당선,147,개포동,1,0,882,562,3099,4135,8843,5913,9311,9769,5802,7234,4515,5013,4067,3579,5213,4247,5488,4875,5532,4521,5354,4544,6672,5325,8653,6997,9222,10508,5208,8561,3714,5264,3813,4729,3986,4969,1488,2998,45,142,0,0,0,0,0,0
20-Jul,분당선,148,대모산입구,11,1,1929,1477,3603,10309,9382,4725,10726,9450,6678,4656,4650,3175,4253,2916,4875,2994,4198,3313,3842,3415,4871,4208,7689,4370,10753,5075,9112,7280,3799,6324,2607,3802,1632,3715,1151,3847,408,2379,3,218,0,0,0,0,0,0
20-Jul,분당선,149,수서,71,2,3331,3403,7410,13493,24446,26554,36897,49040,23214,27307,21526,17914,17483,13833,20196,17133,18958,17367,15367,17008,22387,18093,26499,23444,34532,27914,46008,39798,20316,29950,19817,20175,13472,16809,13388,14761,6434,7617,13,654,0,0,0,0,0,0
20-Jul,분당선,150,복정,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
20-Jul,분당선,313,수원,1067,3,4518,454,8131,3220,24857,6872,26980,10956,12913,7487,7568,5057,6983,5014,7717,6594,8105,7780,8151,6514,9045,6433,11171,9763,14589,12736,19193,19655,13243,17596,11609,8726,10326,7046,8769,6358,3609,3688,15,1308,0,0,0,0,0,0
20-Jul,분당선,314,서울숲,104,1,2438,456,5152,12295,14672,11841,22993,37705,15462,25021,7724,12358,7040,10191,8242,10833,9146,13573,9583,12245,12210,12942,19702,13416,28440,17025,39811,24797,19818,18746,14509,9736,13127,8175,9726,8225,2563,4072,48,1060,0,0,0,0,0,0
20-Jul,분당선,315,압구정로데오,155,3,2225,696,3573,10575,5358,23828,7535,75319,6435,96139,7102,47342,10462,31523,13729,30474,16517,31018,20654,28156,27107,26073,34100,26413,52579,33959,84484,44669,62248,28438,50675,11352,36278,7087,30308,5734,9023,2855,173,688,0,0,0,0,0,0
20-Jul,분당선,316,강남구청,43,0,1314,646,2805,4800,6913,15647,9949,56347,8188,41559,7243,19142,8203,12819,8892,13025,10311,14015,11694,12883,13367,12518,15626,13356,25021,15675,53617,21486,25389,14421,14779,7411,13963,5977,10626,5664,3099,3257,52,707,0,0,0,0,0,0
20-Jul,분당선,317,선정릉,7,0,1172,840,2121,5062,4639,13500,7334,54226,5901,45152,4995,15435,5788,9235,6896,8097,7873,8778,9447,8119,10379,7308,12822,7711,22320,8709,47632,11814,25713,7673,12378,4310,11286,4051,8347,3693,2430,2449,50,575,0,0,0,0,0,0
20-Jul,분당선,318,가천대,21,5,5457,1049,6987,3485,18937,5923,23976,17503,14411,12885,9431,10803,8941,7404,9588,9724,9518,10263,9985,9688,11968,9613,14321,11067,15550,15081,13311,23565,7802,20323,6707,13543,4647,13991,4219,14538,1988,10494,18,790,0,1,0,0,0,0
20-Jul,분당선,319,태평,242,13,15618,2191,20615,5549,41815,8977,63969,18417,39045,11731,20685,10953,17065,12173,17642,12526,17725,14763,16005,15464,15384,22116,16818,23451,19467,30618,20590,45163,11044,36336,8839,24349,6544,26327,4945,23562,1868,13176,48,1001,0,0,0,0,0,0
20-Jul,분당선,320,모란,311,5,16107,3453,22308,10456,54065,21953,69593,34093,47633,24590,29182,23490,28069,25681,29286,26372,29793,29551,28104,30543,31059,37355,32628,37972,34592,43251,42378,63226,24205,51889,17717,35203,16146,32900,12674,27398,6221,18843,207,1303,0,0,0,0,0,0
20-Jul,분당선,321,야탑,132,3,7351,3330,19819,15145,56297,38368,66737,94553,40559,51057,30515,29296,31457,28860,33061,30664,33224,33100,33589,34437,36531,32863,43118,41288,57064,51043,84254,74729,40652,62236,29936,35617,28968,30327,21027,29240,7689,18497,300,2316,0,0,0,0,0,0
20-Jul,분당선,322,서현,390,7,5049,2623,12973,11511,33857,40358,41333,86680,27616,63032,23436,36993,26634,32424,29678,32469,31851,38761,35397,36192,39866,37082,43951,38533,63285,50674,86496,68673,50215,52313,50577,28205,41445,23075,34861,19570,14189,12522,666,1175,0,0,0,0,0,0
20-Jul,분당선,323,수내,184,0,2507,1755,6888,6475,18011,15746,22970,51879,14572,40196,10840,19579,12338,15171,14207,16271,16060,16488,17989,16877,20451,14805,22750,18403,33031,21727,47090,30511,26069,22492,25622,12994,18497,10552,16436,10293,4401,6097,185,925,0,0,0,0,0,0
20-Jul,분당선,324,정자,377,3,3758,1305,10483,17208,28278,25363,34496,65237,23214,46980,15191,21013,15688,15120,17353,16980,17984,17697,18993,16960,21955,17895,27193,22641,40151,31106,58814,50815,32494,41885,24388,23959,26467,18969,25339,19597,9988,11237,1219,2766,0,0,0,0,0,0
20-Jul,분당선,325,미금,651,1,3658,1084,11437,11860,26165,19109,32838,47423,23770,33188,21209,20578,21972,21159,22791,22203,24405,25073,25063,21963,29119,25125,31466,25736,35569,31773,41741,44685,22109,34745,17822,23402,19464,20017,16377,17982,5354,11885,197,2369,0,0,0,0,0,0
20-Jul,분당선,326,오리,768,18,3936,508,14326,7722,30464,14298,33434,36029,20695,17600,14724,10948,14431,9675,15315,11718,14992,11392,14392,11338,15672,11723,18122,14358,24650,16791,36584,27194,15128,22077,11472,15067,11030,11967,7576,11840,2724,8466,94,1821,1,0,0,0,0,0
20-Jul,분당선,327,이매,79,0,2569,798,6733,3664,14950,9921,15410,14491,9810,7305,7447,5079,7473,5357,7546,5797,7478,5959,7369,6363,7119,6976,9097,7570,16630,10894,14344,14532,6768,12255,4668,7585,4842,7075,5131,7870,981,5167,111,692,0,0,0,0,0,0
20-Jul,분당선,328,보정,34,4,938,83,3301,1369,9218,2476,10254,6526,5825,1896,4108,1333,3671,1605,3235,1958,3314,2141,3081,2400,3743,3284,4918,3498,3749,4214,3841,6030,1752,6008,1383,3818,1311,3403,945,3272,437,2393,19,182,1,0,0,0,0,0
